Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
incident_1_10d60ff0		Tā kā paroles tika glabātas USB diskā, uzbrucējam bija iespēja fiziski iegūt disku un piekļūt paroļu failam.	game/scenarios/scenario_3.rpy	496	"[what]"
incident_1_9fdd14e2		Bez šifrēšanas tas radīja nopietnu apdraudējumu.	game/scenarios/scenario_3.rpy	497	"[what]"
incident_1_92a1cc82		Tā kā paroles tika glabātas tīmekļa pārlūkā, tas pastiprināja risku, ja pārlūks bija atvērts bez aizsardzības.	game/scenarios/scenario_3.rpy	499	"[what]"
incident_1_c163ecd2		Taču uzbrucējs par laimi uzreiz nevarēja piekļūt šiem datiem.	game/scenarios/scenario_3.rpy	500	"[what]"
incident_1_3106d057		Paroles tika glabātas paroļu pārvaldniekā vai seifā, kas ļāva novērst tālāku piekļuvi sistēmām.	game/scenarios/scenario_3.rpy	502	"[what]"
incident_1_0bb7fb63		Tas būtiski ierobežoja infekcijas tālāko izplatību.	game/scenarios/scenario_3.rpy	503	"[what]"
incident_1_9745af99		Pateicoties ātrajai reakcijai, mēs izolējām inficētos datorus un uzsākām sistēmu atjaunošanu no rezerves kopijām.	game/scenarios/scenario_3.rpy	505	"[what]"
incident_1_45e56e12	e	Šis ir klasisks {u}izpircējvīrusa{/u} piemērs - ļaunprogrammatūra šifrē sistēmas datus un pieprasa izpirkuma maksu.	game/scenarios/scenario_3.rpy	507	e "[what]"
incident_1_0ac96feb	e	Jūrniecībā tas var būt īpaši bīstami, ja tiek paralizētas navigācijas sistēmas, piemēram, ECDIS, GPS vai kravas vadības iekārtas.	game/scenarios/scenario_3.rpy	508	e "[what]"
incident_1_eb426802	e	Uzņēmumam neatliek nekas cits, kā vien samaksāt izpirkuma maksu, ja nav kāda alternatīva.	game/scenarios/scenario_3.rpy	510	e "[what]"
incident_1_c6ef1af9	e	Pieprasītās summas mēdz būt lielas. Piemēram, izpircējvīruss "NotPetya" 2017. gadā jūrniecības uzņēmumam "Maersk" radīja ap {u}250-300{/u} miljonu ASV dolāru lielus zaudējumus!	game/scenarios/scenario_3.rpy	512	e "[what]"
incident_1_3b0e38d9	e	Piemērs bija balstīts uz šo notikumu.	game/scenarios/scenario_3.rpy	513	e "[what]"
incident_1_62ea1616	e	Pēc publiski pieejamiem datiem izpircējvīrusa uzbrukumi ir statistiski visizplatītākie jūrniecībā, sastādot ap 44-53% no visiem reģistrētajiem uzbrukumiem.	game/scenarios/scenario_3.rpy	514	e "[what]"
incident_1_1fc23f18	nvl_narrator	Kā no šāda uzbrukuma izvairīties?	game/scenarios/scenario_3.rpy	517	nvl_narrator "[what]"
incident_1_7ca50aa7	nvl_narrator	1. - Regulāri atjaunināt kuģu un biroja sistēmas ar drošības ielāpiem un standarta sistēmu atjauninājumiem.	game/scenarios/scenario_3.rpy	518	nvl_narrator "[what]"
incident_1_ace295e0	nvl_narrator	2. - Lietot spēcīgas, sarežģītas paroles un daudzfaktoru autentifikāciju pēc iespējas vairāk vietās.	game/scenarios/scenario_3.rpy	519	nvl_narrator "[what]"
incident_1_7df7a115	nvl_narrator	3. - Apmācīt apkalpi atpazīt pikšķerēšanas e-pastus un saites un neizmantot nepārbaudītus USB diskus.	game/scenarios/scenario_3.rpy	520	nvl_narrator "[what]"
incident_1_e1c9ee46	nvl_narrator	4. - Veidot regulāras rezerves kopijas pēc iespējas vairāk sistēmām un datiem.	game/scenarios/scenario_3.rpy	521	nvl_narrator "[what]"
incident_1_c4314ed1	nvl_narrator	5. - Segmentēt kuģa tīklus, atdalot kritiskas operāciju sistēmas no ārējiem un citiem tīkliem.	game/scenarios/scenario_3.rpy	522	nvl_narrator "[what]"
incident_1_d5927d08	e	Ejam tālāk!	game/scenarios/scenario_3.rpy	525	e "[what]"
incident_2_1779abd7		Dzinēju telpā, veicot enerģijas pārvaldības sistēmas diagnostiku, viens no inženieriem pieslēdza USB disku, lai atjauninātu konfigurācijas failus.	game/scenarios/scenario_3.rpy	537	"[what]"
incident_2_aac8d10b		Tā kā Tu izvēlējies paļauties uz lietotāju pašu spriedumu par USB ierīcēm, disks netika pārbaudīts pirms pieslēgšanas.	game/scenarios/scenario_3.rpy	540	"[what]"
incident_2_df34a77d		Sākotnēji šķita, ka viss darbojas kā parasti.	game/scenarios/scenario_3.rpy	541	"[what]"
incident_2_46477bc7		Tā kā Tu izvēlējies stingru USB pārbaudes politiku, disks tika pārbaudīts, bet slēptais ļaunprogrammatūras kods bija pietiekami advancēts, lai netiktu pamanīts.	game/scenarios/scenario_3.rpy	543	"[what]"
incident_2_d5173ba1		Turpmāk tika pievērsta pastiprināta uzmanība sistēmu monitorēšanai.	game/scenarios/scenario_3.rpy	544	"[what]"
incident_2_81be341e		Tā kā pastāv pilnīgs USB aizliegums, disks nemaz netika izmantots, un sistēma palika neskarta.	game/scenarios/scenario_3.rpy	546	"[what]"
incident_2_c495acf2		Tas pilnībā novērsa infekcijas risku.	game/scenarios/scenario_3.rpy	547	"[what]"
incident_2_debb147d		Sākotnēji nekas aizdomīgs nenotika. Sistēmas darbojās kā parasti - dzinēju vadība, elektroapgādes kontrole, datu vākšana turpinājās bez problēmām.	game/scenarios/scenario_3.rpy	549	"[what]"
incident_2_88bf3102		Tomēr dažas nedēļas vēlāk, sagatavojoties sistēmas pievienošanai ārējam tīklam uzraudzībai un atjauninājumiem, uzņēmuma IT drošības komanda veica padziļinātu izpēti.	game/scenarios/scenario_3.rpy	550	"[what]"
incident_2_450d1b77		Rezultāts bija negaidīts!	game/scenarios/scenario_3.rpy	551	"[what]"
incident_2_f49d4d70		Sistēmā tika atrasts aktīvs {u}tārps{/u}, kas bija ieperinājies operatīvajā atmiņā.	game/scenarios/scenario_3.rpy	552	"[what]"
incident_2_8e946b09		Tā ir ļaunprogrammatūra, kas spēj neatkarīgi funkcionēt kādā sistēmā kā parazīts un ievākt datus vai tālāk izplatīties.	game/scenarios/scenario_3.rpy	553	"[what]"
incident_2_c9167e3c		Tārps bija gatavs automātiski pieslēgties komandcentra serveriem brīdī, kad tiktu nodrošināta piekļuve internetam.	game/scenarios/scenario_3.rpy	554	"[what]"
incident_2_4e2c832e		Infekcija bija sistēmā jau vairākas nedēļas, neizraisot nekādus redzamus simptomus.	game/scenarios/scenario_3.rpy	555	"[what]"
incident_2_dbc24747		Izmeklēšana atklāja, ka tārps tika ievazāts caur USB disku pieslēgšanas brīdī.	game/scenarios/scenario_3.rpy	556	"[what]"
incident_2_6980f188		Ja sistēma būtu pieslēgta ārējam tīklam, ļaunprogrammatūra būtu sākusi datu sūtīšanu uz ārējiem serveriem un potenciāli izraisījusi enerģijas sistēmu sabotāžu!	game/scenarios/scenario_3.rpy	557	"[what]"
incident_2_c2655d90		Daudzas svarīgas kuģa sistēmas pēc dizaina ir "air-gapped" - bez tiešas piekļuves internetam.	game/scenarios/scenario_3.rpy	558	"[what]"
incident_2_2dab2201		Taču fiziska piekļuve joprojām ļāva tārpam iekļūt.	game/scenarios/scenario_3.rpy	559	"[what]"
incident_2_25998067		Sistēmu atkopšana prasīja rūpīgu atmiņas skenēšanu, ļaunprogrammatūras iznīcināšanu un visas programmatūras atjaunošanu.	game/scenarios/scenario_3.rpy	560	"[what]"
incident_2_33b8db26		Kuģa atiešana no ostas tika atlikta par 48 stundām, radot papildu izmaksas un loģistikas traucējumus.	game/scenarios/scenario_3.rpy	561	"[what]"
incident_2_a3a9c73c	e	Šis incidents parāda, ka pat šķietami izolētas sistēmas nav pasargātas.	game/scenarios/scenario_3.rpy	564	e "[what]"
incident_2_c8315b45	e	Piemērs ir balstīts uz reālu notikumu, kur šāds vīruss uz kuģa nosēdēja veselas {u}875{/u} dienas nepamanīts!	game/scenarios/scenario_3.rpy	567	e "[what]"
incident_2_3b40b944	nvl_narrator	Svarīgākās atziņas no šī incidenta:	game/scenarios/scenario_3.rpy	571	nvl_narrator "[what]"
incident_2_e8894773	nvl_narrator	1. - USB diskdziņi ir ārkārtīgi bīstams avots, īpaši ja netiek veikta stingra kontrole.	game/scenarios/scenario_3.rpy	572	nvl_narrator "[what]"
incident_2_c4f47c2b	nvl_narrator	2. - Slēptās ļaunprogrammatūras var palikt nemanītas ilgstoši, līdz aktivizējas pēc pieslēgšanās tīklam.	game/scenarios/scenario_3.rpy	573	nvl_narrator "[what]"
incident_2_9db837a0	nvl_narrator	3. - Pat "air-gapped" sistēmas var kļūt neaizsargātas fiziskas piekļuves dēļ.	game/scenarios/scenario_3.rpy	574	nvl_narrator "[what]"
incident_2_6dd2d54a	nvl_narrator	4. - Regulāra drošības pārbaude ir kritiski svarīga, ne tikai reakcija uz simptomiem.	game/scenarios/scenario_3.rpy	575	nvl_narrator "[what]"
incident_2_0a4dc01a	e	Tagad uz pēdējo notikumu!	game/scenarios/scenario_3.rpy	578	e "[what]"
incident_3_78c95c3b		Kuģis bija devies pāri Atlantijas okeānam, kad tika novēroti dīvaini sakaru pārtraukumi.	game/scenarios/scenario_3.rpy	590	"[what]"
incident_3_4c49cdf2		Sākotnēji problēmas šķita kā parastas tīkla svārstības, taču kļuva skaidrs, ka tas ir kaut kas nopietnāks.	game/scenarios/scenario_3.rpy	591	"[what]"
incident_3_6285377b		Galvenais sakaru serveris vairākas reizes pats no sevis restartējās, zaudējot savienojumus ar ostām, dispečeru centriem un kuģu vadības platformām.	game/scenarios/scenario_3.rpy	592	"[what]"
incident_3_a02fa8a3		Tika izveidota incidenta izmeklēšanas komanda, lai noskaidrotu, kas tieši notiek.	game/scenarios/scenario_3.rpy	593	"[what]"
incident_3_21e2e2b5		Tā kā Tu izvēlējies SMS kodu kā daudzfaktoru autentifikācijas metodi, tas radīja lielu risku.	game/scenarios/scenario_3.rpy	596	"[what]"
incident_3_4b447736		Izmeklēšanā tika konstatēts, ka uzbrukuma laikā tika veikts signālu pārtveršanas mēģinājums.	game/scenarios/scenario_3.rpy	597	"[what]"
incident_3_b73818f8		Uzbrucēji izmantoja viltus mobilo bāzes staciju, kas pārtvēra SMS kodus, ko izmantoja sistēmas autentifikācijai.	game/scenarios/scenario_3.rpy	598	"[what]"
incident_3_6a94bf58		Rezultātā uzbrucējs varēja iegūt piekļuvi iekšējai sakaru sistēmai un izraisīt DoS uzbrukumu (piekļuves atteici).	game/scenarios/scenario_3.rpy	599	"[what]"
incident_3_f8bdc516		Tā kā Tu izvēlējies e-pasta DFA autentifikāciju, tas izrādījās kā vājais punkts.	game/scenarios/scenario_3.rpy	601	"[what]"
incident_3_bb6be676		Kad kuģis zaudēja interneta savienojumu, autentifikācijas kodi nebija pieejami.	game/scenarios/scenario_3.rpy	602	"[what]"
incident_3_1941a825		Sistēma nespēja validēt piekļuves mēģinājumus, un uzbrucējs izmantoja šo logu, lai ielauztos sistēmā un pārtrauktu komunikāciju.	game/scenarios/scenario_3.rpy	603	"[what]"
incident_3_32676ac2		Tā kā Tu izvēlējies DFA autentifikācijas aplikāciju, drošība bija labāka, taču pastāvēja cits risks.	game/scenarios/scenario_3.rpy	605	"[what]"
incident_3_14e6fe65		Pēc sakaru zaudēšanas aplikācija nespēja sinhronizēt laiku ar serveri, kas īslaicīgi traucēja piekļuvi kontiem.	game/scenarios/scenario_3.rpy	606	"[what]"
incident_3_356374c2		Tomēr uzbrukumu neizdevās veiksmīgi pabeigt, jo aplikācijas dati palika aizsargāti.	game/scenarios/scenario_3.rpy	607	"[what]"
incident_3_3b5828cd		Tā kā Tu izvēlējies personīgu kodu kalkulatoru, autentifikācijas dati bija pilnībā neatkarīgi no tīkla.	game/scenarios/scenario_3.rpy	609	"[what]"
incident_3_4be9c1a5		Uzbrukuma mēģinājumi tika bloķēti, jo nebija iespējams pārtvert vai aizstāt kalkulatora kodus.	game/scenarios/scenario_3.rpy	610	"[what]"
incident_3_1abb0b20		Tā kā Tu izvēlējies USB autentifikācijas ierīci, piekļuves kontrole bija ļoti augstā līmenī.	game/scenarios/scenario_3.rpy	612	"[what]"
incident_3_9c54b4ac		Uzbrucējiem neizdevās iegūt piekļuvi, jo autorizācija bija iespējama tikai ar fizisku ierīces pieslēgšanu.	game/scenarios/scenario_3.rpy	613	"[what]"
incident_3_d75e16de		Rezultātā kuģis uz vairākām stundām zaudēja iespēju sazināties ar piekrastes dienestiem, radot nopietnus navigācijas un drošības riskus.	game/scenarios/scenario_3.rpy	615	"[what]"
incident_3_6afcedc6		Pateicoties apkalpes profesionalitātei un iepriekš sagatavotiem ārkārtas plāniem, kuģis veiksmīgi turpināja kursu līdz nākamajai ostai.	game/scenarios/scenario_3.rpy	616	"[what]"
incident_3_0f21bc66	e	Šis incidents ir klasificējams kā tīkla pakalpojumu atteices uzbrukums - "Denial of Service" jeb {u}DoS{/u}.	game/scenarios/scenario_3.rpy	618	e "[what]"
incident_3_d7581dd8	e	Tā būtība ir padarīt sistēmu, serveri vai tīklu nepieejamu lietotājiem, pārpludinot to ar pārmērīgu datu vai pieprasījumu apjomu.	game/scenarios/scenario_3.rpy	619	e "[what]"
incident_3_9d911bf1	e	Rezultātā sistēma vairs nespēj apstrādāt likumīgus pieprasījumus, sāk strādāt ļoti lēni vai pilnībā apstājas.	game/scenarios/scenario_3.rpy	620	e "[what]"
incident_3_daf244ed	e	Piemēram, iedomājies, ja veikala durvis bloķē 10 000 cilvēki, kuri rindā stāv priekšā. Rezultātā nākas ilgi rindā gaidīt.	game/scenarios/scenario_3.rpy	622	e "[what]"
incident_3_26e7ffc4	e	Šajā piemērā pārmērīgs pieprasījumu apjoms izraisīja servera pārkaršanu un vairākkārtēju restartēšanos, atstājot kuģi bez stabilas sakaru iespējas.	game/scenarios/scenario_3.rpy	624	e "[what]"
incident_3_efb537ab	e	Šis ir arī viens no visizplatītākajiem kiberuzbrukumu veidiem jūrā, sekojot aiz izpircējvīrusiem.	game/scenarios/scenario_3.rpy	625	e "[what]"
incident_3_52b5fa0e	nvl_narrator	Galvenās atziņas:	game/scenarios/scenario_3.rpy	627	nvl_narrator "[what]"
incident_3_27ddab8c	nvl_narrator	1. - Daudzfaktoru autentifikācijai jābūt piemērotai arī bezsaistes vidēm.	game/scenarios/scenario_3.rpy	628	nvl_narrator "[what]"
incident_3_a1b1bd31	nvl_narrator	2. - Jūras apstākļos priekšroka dodama fiziskām autentifikācijas metodēm.	game/scenarios/scenario_3.rpy	629	nvl_narrator "[what]"
incident_3_012bc73c	nvl_narrator	3. - Ja tiek izmanotas digitālās metodes - svarīgas drošas alternatīvas.	game/scenarios/scenario_3.rpy	630	nvl_narrator "[what]"
incident_3_5bf020e5	nvl_narrator	4. - Segmentēt kuģa tīklus, atdalot kritiskas operāciju sistēmas no ārējiem un citiem tīkliem.	game/scenarios/scenario_3.rpy	631	nvl_narrator "[what]"
incident_3_500b9488	e	Šādi incidenti parāda, cik nozīmīgi ir izvēlēties atbilstošus drošības pasākumus, ne tikai uzticēties ērtākajiem risinājumiem.	game/scenarios/scenario_3.rpy	633	e "[what]"
incident_3_d388404d	e	Kopumā šī daļa bija par {u}kiberhigiēnu{/u} un tās ietekmi uz incidentiem jūrniecībā.	game/scenarios/scenario_3.rpy	636	e "[what]"
incident_3_484748e2	e	Kiberhigiēna ir paradumu un prakšu kopums, kas mums palīdz veidot un uzturēt drošu kibertelpu.	game/scenarios/scenario_3.rpy	637	e "[what]"
incident_3_2e28f184	e	Sākot ar kiberdrošības pasākumu ievērošanu, drošu paroļu izmantošanu un regulāru programmatūras atjaunināšanu-	game/scenarios/scenario_3.rpy	638	e "[what]"
incident_3_90cf8e71	e	- un līdz pat sakārtotai fiziskajai videi, drošai ierīču glabāšanai un apdomīgai digitālo resursu pārvaldībai.	game/scenarios/scenario_3.rpy	639	e "[what]"
incident_3_e5795330	e	Cik "tīri" būsim, tik droši būsim!	game/scenarios/scenario_3.rpy	641	e "[what]"
incident_3_4876d38b	e	Cerams kaut ko jaunu ieguvi!	game/scenarios/scenario_3.rpy	643	e "[what]"
incident_3_2987e2a6	e	3. daļa pabeigta!	game/scenarios/scenario_3.rpy	644	e "[what]"
start_a1a37220	e	Sveiks, topošais Jūrniek! {image=emoji/wave.png} Redzams, ka esi ieradies laikā.	game/script.rpy	62	e "[what]"
start_b52fcce7	e	Esmu kapteinis Oto - šī kuģa lepns vadītājs. Un šodien... nu, šodien mums būs neliels piedzīvojums!	game/script.rpy	66	e "[what]"
start_e40cd9fb	e	Virpirms gan vēlos ar Tevi iepazīties! Kā Tevi sauc?	game/script.rpy	67	e "[what]"
start_fb752a2b	e	Noteikti kādam vārdam jābūt! Kas Tu - spoks?!	game/script.rpy	75	e "[what]"
start_30e06b45	e	Cerams [name] muļķības nesarakstīja {image=emoji/sweat.png}. Jebkurā gadījumā - spēles laikā ievadītā informācija no tās ārpus neizkļūs. Tā kā droši vari izpausties!	game/script.rpy	79	e "[what]"
start_e9d0c367	e	Šodien Tu dosies man līdzi uz vienu no modernākajiem kuģiem Eiropā - "{color=#ff8335}BALTIJAS PĒRLE{/color}". Mēs to šeit saucam par Pērli.	game/script.rpy	83	e "[what]"
start_97ad596d	e	Tā tiek uzskatīta par tehnoloģisko brīnumu - aprīkota ar jaunākajām automatizācijas, navigācijas un komunikāciju sistēmām.	game/script.rpy	84	e "[what]"
start_f9f18a27	e	Vismaz tā to reklamē apkārt. Raksta: "{i}kuģis nepārspējams drošībā{/i}". Bet... vai tiešām?	game/script.rpy	85	e "[what]"
start_3ce8afef	e	Redzi - kiberdrošība pamazām kļūst par vienu no aktuālākajiem jūrniecības izaicinājumiem. Un diemžēl - arī par visvājāko punktu gana daudzos kuģos.	game/script.rpy	89	e "[what]"
start_3f2a855d	e	Vadības, navigācijas, kartēšanas, dzinēju sistēmas un tīkli, arī apkalpes ierīces - itin visam ir savas ievainojamības. Mūs ieskaitot!	game/script.rpy	93	e "[what]"
start_a643e807	e	Tieši tā - mēs runājam par {u}kiberdrošību{/u}. Šodienas kuģi ir kā peldoši datu centri. Un diemžēl arī kārdinošs mērķis uzbrucējiem, kas vien gaida izdevību ielauzties pa kādu digitālo "lūku".	game/script.rpy	94	e "[what]"
start_15cf7260	e	Vispirms gan vēlos, lai pats novērtē savas priekšzināšanas kiberdrošībā! Brīvi atbildi skalā no 1 līdz 10, kur 1 ir nekā nezinītis, bet 10 - drīzāk kapteinim pamācīs kas un kā.	game/script.rpy	95	e "[what]"
start_18679818	e	Cerams spēles gaitā iegūsi jaunas zināšanas un nostiprināsi esošās. Ā, un ja domā, ka absolūti neko nezini - būsi pārsteigts, cik daudz ko jau zinam, vien neapzinamies. Drīz redzēsi!	game/script.rpy	100	e "[what]"
start_e4fe97f5	e	Tu piedalīsies mācību programmā - simulācijā, kas ļaus Tev iziet cauri dažādiem kiberdrošības scenārijiem un uzdevumiem, kuri vairumā balstīti uz reāliem piemēriem.	game/script.rpy	104	e "[what]"
start_82889fa9	e	Es to saucu par "{color=#ff8335}Sea Safe{/color}" tūri.	game/script.rpy	105	e "[what]"
start_e6dcbe77	e	Tavā uzdevumā - iziet 3 spēles daļas, iejusties dažādās lomās, analizēt situācijas, pieņemt lēmumus un saprast, kāpēc kiberdrošība nav tikai IT cilvēku lieta.	game/script.rpy	109	e "[what]"
start_dee29b2c	e	Iesaku daļas iziet pēc kārtas - secīgi varēsi iepazīties ar terminiem.	game/script.rpy	110	e "[what]"
start_7c2f9c79	e	Došu arī punktus, taču tos vien beigās uzzināsi! Vēlos, lai par tiem pārāk nedomā un atbildi tā, kā pats labāk domā.	game/script.rpy	111	e "[what]"
start_57637825	e	Un noteikti nebaidies kļūdīties - mēs te esam, lai mācītos un pārbaudītu paši {u}sevi{/u}. Kļūdīšanās ir daļa mācīšanās procesa!	game/script.rpy	113	e "[what]"
start_f96eb6f5	e	Ja kaut ko būsi palaidis garām, iepriekšējo tekstu var apskatīt sadaļā "Vēsture".	game/script.rpy	115	e "[what]"
start_b2fdfea9	e	Nu, tad saki, vai gatavs kāpt uz Pērles?	game/script.rpy	119	e "[what]"
start_acde0bcf	e	-2 punkti	game/script.rpy	128	e "[what]"
start_54038a2c	e	Ha! Noticēji? Jokus pie malas - ejam!	game/script.rpy	132	e "[what]"
end_d5b87ab1	e	Vairs Tevi nemocīšu - šodienai pietiks!	game/script.rpy	148	e "[what]"
end_5efb201f	e	Kopā pa visām daļām esi ieguvis [points] punktus no 25 punktiem!	game/script.rpy	149	e "[what]"
end_54d9e16c	e	Cepuri nost! Gaidu, kad nāksi mācīt mani! {image=emoji/clap.png}	game/script.rpy	153	e "[what]"
end_326d5c1f	e	Ļoti labi! Izskatās, ka ar kiberdrošību esi kā uz Tu!	game/script.rpy	157	e "[what]"
end_00def11d	e	Labs rezultāts, bet ir kur vēl tiekties!	game/script.rpy	160	e "[what]"
end_5253b1a9		Būtu jāatkārto kāda daļa. Ir kur vēl tiekties!	game/script.rpy	163	"[what]"
end_288adc66	e	Atceries - kiberdrošība sākas nevis ar sistēmām, bet ar cilvēku - Tevi!	game/script.rpy	166	e "[what]"
end_0fbc2f7c	e	Spēles gaitā varējām novērot, ka pat vismodernākais kuģis var nebūt drošs, ja to vājina cilvēks, kurš neapzinās kiberriskus.	game/script.rpy	167	e "[what]"
end_0d5f6bd0	e	Tu esi pirmais aizsardzības līnijas posms. Tavas izvēles, gan virtuālās, gan reālās, ietekmē visu kuģa drošību.	game/script.rpy	168	e "[what]"
end_241dc5d3	e	Ja kaut daļu no šeit redzētā aiznesīsi sev līdzi uz īstu kuģi, darba vidi vai ikdienas ierīcēm, tad mans mērķis būs izpildījies.	game/script.rpy	169	e "[what]"
end_10bc43f9	e	Un, kas zin - varbūt tieši Tu nākotnē būsi tas, kurš palīdzēs novērst īstu incidentu. Apsveicu ar "{color=#ff8335}Sea Safe{/color}" tūres iziešanu!	game/script.rpy	171	e "[what]"
end_b73b3475	e	Liels paldies par Tavu iesaisti! Lai Tev droši ceļi - gan jūrā, gan kibertelpā.	game/script.rpy	173	e "[what]"
end_846d4502	e	{i}Bon voyage!{/i}	game/script.rpy	176	e "[what]"
end_ede1ced2	e	Pirms pavisam atvadāmies, man Tev ir viens neliels lūgums.	game/script.rpy	180	e "[what]"
end_374af937	e	Lai novērtētu un uzlabotu šo spēli un tās saturu, nepieciešams veltīt pāris minūtes un aizpildīt īsu aptauju. Tā ir anonīma un aizņems mazāk nekā 2 minūtes.	game/script.rpy	181	e "[what]"
end_8390f606	e	Spied šeit, lai atvērtu aptauju: {color=#ff8335}{a=https://forms.gle/Qx4wbVYcDxNAFRRm8}Spēles aptauja{/a}{/color}	game/script.rpy	182	e "[what]"
end_e8a4df50	e	Paldies!	game/script.rpy	184	e "[what]"
